[20190227,147307,146258,147501,145781,17282]
[20190226,148259,147074,148376,147220,23018]
[20190225,145684,147978,149153,145587,36572]
[20190222,146248,145888,146850,145024,18634]
[20190221,146258,146277,146763,146054,13018]
[20190220,146491,146394,147093,145811,18366]
[20190219,144742,146316,146539,144528,17320]
[20190218,144207,145111,145334,143848,15510]
[20190215,144460,144334,144674,143857,11204]
[20190214,144295,144470,144965,144052,10424]
[20190213,145373,144198,145723,143624,17472]
[20190212,146160,145529,146160,145082,10172]
[20190211,144858,145616,146267,144790,11510]
[20190201,144440,145160,144878,143527,10178]
[20190131,144392,144577,144402,143333,13892]
[20190130,143459,143770,144596,143459,16420]
[20190129,143508,143488,144256,143236,15104]
[20190128,144061,143692,144061,143167,16360]
[20190125,144411,143430,144965,144071,17398]
[20190124,143498,144732,144538,143498,15670]
[20190123,143857,144139,144227,142963,14534]
[20190122,143838,144081,145509,143556,29992]
[20190121,144003,144207,144528,142915,21372]
[20190118,143964,144217,144460,143459,18774]
[20190117,144625,143731,144625,143449,14592]
[20190116,144683,144120,144956,143974,20594]
[20190115,143420,144411,144761,143138,20282]
[20190114,143138,143294,144266,142915,22720]
[20190111,142273,143158,143430,141914,21188]
[20190110,142711,142847,142818,142069,11492]
[20190109,141253,142546,142789,141069,17962]
[20190108,140777,141107,141758,140777,11754]
[20190107,140466,141166,141156,140165,16568]
[20190104,140097,140262,140777,139475,21266]
[20190103,138970,140038,140204,138970,15676]
[20190102,139446,139533,140029,138484,10448]
[20181228,140524,139300,140864,138474,23602]
[20181227,140485,140622,141671,140272,14374]
[20181226,140748,140437,141156,140116,16496]
[20181225,142720,140660,142720,140651,20116]
[20181224,142633,142516,143187,142176,16094]
[20181221,141943,143012,142857,141914,14676]
[20181220,142555,142079,142740,141729,16246]
[20181219,142069,142439,142555,141331,18156]
[20181218,142361,142089,142993,142021,12176]
[20181217,142351,142672,142779,141807,14358]
[20181214,142390,142186,142905,141924,13158]
[20181213,142069,142478,142594,141729,11674]
[20181212,141904,142069,142691,141574,19420]
[20181211,142254,141788,142254,141107,9188]
[20181210,142342,141885,142439,141389,6778]
[20181207,141768,142089,142915,141389,9114]
[20181206,142876,141603,143236,141584,6894]
[20181205,142679,142954,143484,142079,15182]
